Timestamp,LeftChannel,RightChannel,TachPulse
0.000000,0.845237,-0.957656,5.0
0.000156,0.889466,-1.021939,0.0
0.000313,0.933159,-1.085607,0.0
0.000469,0.976291,-1.148620,0.0
0.000625,1.018834,-1.210942,0.0
0.000781,1.060763,-1.272534,0.0
0.000937,1.102054,-1.333360,0.0
0.001094,1.142681,-1.393382,0.0
0.001250,1.182619,-1.452565,0.0
0.001406,1.221845,-1.510873,0.0
0.001563,1.260336,-1.568271,0.0
0.001719,1.298066,-1.624725,0.0
0.001875,1.335015,-1.680199,0.0
0.002031,1.371160,-1.734662,0.0
0.002188,1.406479,-1.788080,0.0
0.002344,1.440951,-1.840421,0.0
0.002500,1.474555,-1.891653,0.0
0.002656,1.507270,-1.941745,0.0
0.002812,1.539078,-1.990668,0.0
0.002969,1.569958,-2.038392,0.0
0.003125,1.599893,-2.084888,0.0
0.003281,1.628864,-2.130128,0.0
0.003438,1.656854,-2.174085,0.0
0.003594,1.683846,-2.216733,0.0
0.003750,1.709824,-2.258045,0.0
0.003906,1.734771,-2.297997,0.0
0.004063,1.758674,-2.336565,0.0
0.004219,1.781518,-2.373725,0.0
0.004375,1.803288,-2.409456,0.0
0.004531,1.823972,-2.443735,0.0
0.004687,1.843557,-2.476542,0.0
0.004844,1.862032,-2.507857,0.0
0.005000,1.879385,-2.537662,0.0
0.005156,1.895606,-2.565938,0.0
0.005313,1.910686,-2.592668,0.0
0.005469,1.924614,-2.617837,0.0
0.005625,1.937383,-2.641429,0.0
0.005781,1.948985,-2.663430,0.0
0.005938,1.959413,-2.683826,0.0
0.006094,1.968661,-2.702606,0.0
0.006250,1.976723,-2.719758,0.0
0.006406,1.983594,-2.735271,0.0
0.006562,1.989271,-2.749137,0.0
0.006719,1.993749,-2.761347,0.0
0.006875,1.997026,-2.771894,0.0
0.007031,1.999100,-2.780771,0.0
0.007188,1.999970,-2.787973,0.0
0.007344,1.999636,-2.793495,0.0
0.007500,1.998096,-2.797335,0.0
0.007656,1.995354,-2.799490,0.0
0.007812,1.991409,-2.799958,0.0
0.007969,1.986265,-2.798740,0.0
0.008125,1.979924,-2.795836,0.0
0.008281,1.972391,-2.791248,0.0
0.008438,1.963669,-2.784979,0.0
0.008594,1.953765,-2.777032,0.0
0.008750,1.942684,-2.767412,0.0
0.008906,1.930433,-2.756126,0.0
0.009062,1.917019,-2.743179,0.0
0.009219,1.902450,-2.728579,0.0
0.009375,1.886735,-2.712336,0.0
0.009531,1.869884,-2.694460,0.0
0.009687,1.851906,-2.674960,0.0
0.009844,1.832813,-2.653849,0.0
0.010000,1.812616,-2.631139,0.0
0.010156,1.791327,-2.606845,0.0
0.010313,1.768958,-2.580980,0.0
0.010469,1.745525,-2.553561,0.0
0.010625,1.721040,-2.524603,0.0
0.010781,1.695518,-2.494125,0.0
0.010937,1.668975,-2.462144,0.0
0.011094,1.641426,-2.428680,0.0
0.011250,1.612889,-2.393753,0.0
0.011406,1.583381,-2.357385,0.0
0.011562,1.552918,-2.319596,0.0
0.011719,1.521520,-2.280410,0.0
0.011875,1.489206,-2.239850,0.0
0.012031,1.455994,-2.197942,0.0
0.012188,1.421906,-2.154709,0.0
0.012344,1.386961,-2.110178,0.0
0.012500,1.351180,-2.064377,0.0
0.012656,1.314586,-2.017331,0.0
0.012812,1.277200,-1.969071,0.0
0.012969,1.239044,-1.919624,0.0
0.013125,1.200142,-1.869022,0.0
0.013281,1.160518,-1.817293,0.0
0.013437,1.120194,-1.764470,0.0
0.013594,1.079195,-1.710584,0.0
0.013750,1.037547,-1.655667,0.0
0.013906,0.995273,-1.599753,0.0
0.014063,0.952400,-1.542876,0.0
0.014219,0.908953,-1.485069,0.0
0.014375,0.864958,-1.426367,0.0
0.014531,0.820443,-1.366807,0.0
0.014687,0.775433,-1.306423,0.0
0.014844,0.729957,-1.245252,0.0
0.015000,0.684040,-1.183331,0.0
0.015156,0.637712,-1.120697,0.0
0.015312,0.590999,-1.057389,0.0
0.015469,0.543931,-0.993443,0.0
0.015625,0.496534,-0.928899,0.0
0.015781,0.448839,-0.863795,0.0
0.015938,0.400873,-0.798171,0.0
0.016094,0.352666,-0.732066,0.0
0.016250,0.304247,-0.665520,0.0
0.016406,0.255644,-0.598574,0.0
0.016563,0.206887,-0.531267,0.0
0.016719,0.158006,-0.463639,0.0
0.016875,0.109029,-0.395733,0.0
